Player;Date;Day;Comp;Round;Venue;Result;Squad;Opponent;Start;Pos;Min;Gls;Ast;PK;PKatt;Sh;SoT;CrdY;CrdR;Touches;Tkl;Int;Blocks;xG;npxG;xAG;SCA;GCA;Cmp;Att;Cmp%;PrgP;Carries;PrgC;Succ;Match Report;SoTA;GA;Saves;Save%;CS;PSxG;PKA;PKsv;PKm;Att (GK);Thr;Launch%;AvgLen;Opp;Stp;Stp%;#OPA;AvgDist
Leroy Sané;2024-06-19;Wed;UEFA Euro;Group stage;Neutral;W 2–0;de Germany;hu Hungary;N;RW;33;0;0;0;0;3;1;0;0;22;0;0;0;0.2;0.2;0.1;4;0;12;4;92.3;2;20;1;1;Match Report;;;;;;;;;;;;;;;;;;
András Schäfer;2024-06-19;Wed;UEFA Euro;Group stage;Neutral;L 0–2;hu Hungary;de Germany;Y;CM;90;0;0;0;0;0;0;0;0;44;0;0;2;0.0;0.0;0.0;1;0;31;6;88.6;4;30;1;3;Match Report;;;;;;;;;;;;;;;;;;
Fabian Schär;2024-06-19;Wed;UEFA Euro;Group stage;Neutral;D 1–1;ch Switzerland;sct Scotland;Y;CB;90;0;0;0;0;0;0;0;0;72;0;3;0;0.0;0.0;0.1;2;0;46;1;75.4;0;53;2;0;Match Report;;;;;;;;;;;;;;;;;;
Vincent Sierro;2024-06-19;Wed;UEFA Euro;Group stage;Neutral;D 1–1;ch Switzerland;sct Scotland;N;CM;16;0;0;0;0;0;0;1;0;15;0;0;1;0.0;0.0;0.0;0;0;7;0;58.3;1;4;0;0;Match Report;;;;;;;;;;;;;;;;;;
Yann Sommer;2024-06-19;Wed;UEFA Euro;Group stage;Neutral;D 1–1;ch Switzerland;sct Scotland;Y;GK;90;;;;0;;;;;;;;;;;;;;1;1;25.0;;;;;Match Report;3;1;2;66.7;0;1.2;0;0;0;27;3;100.0;55.0;15;1;6.7;0;7.8
Borna Sosa;2024-06-19;Wed;UEFA Euro;Group stage;Neutral;D 2–2;hr Croatia;al Albania;N;LB;7;0;0;0;0;0;0;0;0;3;0;0;1;0.0;0.0;0.0;0;0;1;0;50.0;0;1;0;0;Match Report;;;;;;;;;;;;;;;;;;
Leonidas Stergiou;2024-06-19;Wed;UEFA Euro;Group stage;Neutral;D 1–1;ch Switzerland;sct Scotland;N;WB;5;0;0;0;0;0;0;0;0;3;1;0;0;0.0;0.0;0.0;0;0;1;0;50.0;0;0;0;0;Match Report;;;;;;;;;;;;;;;;;;
Damián Suárez;2024-06-19;Wed;Série A;Matchweek 10;Home;D 1–1;Botafogo (RJ);Ath Paranaense;Y;RB;68;0;0;0;0;1;0;0;0;43;3;1;0;0.0;0.0;0.1;1;0;25;1;75.8;1;19;1;1;Match Report;;;;;;;;;;;;;;;;;;
Dominik Szoboszlai;2024-06-19;Wed;UEFA Euro;Group stage;Neutral;L 0–2;hu Hungary;de Germany;Y*;AM;90;0;0;0;0;3;1;1;0;52;0;2;0;0.1;0.1;0.1;5;0;31;4;70.5;2;32;1;0;Match Report;;;;;;;;;;;;;;;;;;
Jonathan Tah;2024-06-19;Wed;UEFA Euro;Group stage;Neutral;W 2–0;de Germany;hu Hungary;Y;CB;90;0;0;0;0;0;0;0;0;104;0;2;2;0.0;0.0;0.0;2;0;89;0;96.7;3;85;0;0;Match Report;;;;;;;;;;;;;;;;;;
Kieran Tierney;2024-06-19;Wed;UEFA Euro;Group stage;Neutral;D 1–1;sct Scotland;ch Switzerland;Y;CB;60;0;0;0;0;0;0;0;0;52;0;0;1;0.0;0.0;0.0;0;0;39;0;81.3;1;34;0;0;Match Report;;;;;;;;;;;;;;;;;;
Deniz Undav;2024-06-19;Wed;UEFA Euro;Group stage;Neutral;W 2–0;de Germany;hu Hungary;N;AM;7;0;0;0;0;0;0;0;0;3;1;0;0;0.0;0.0;0.0;0;0;1;0;50.0;0;2;0;0;Match Report;;;;;;;;;;;;;;;;;;
Silvan Widmer;2024-06-19;Wed;UEFA Euro;Group stage;Neutral;D 1–1;ch Switzerland;sct Scotland;Y;WB;85;0;0;0;0;1;0;0;0;44;0;1;2;0.1;0.1;0.0;0;0;24;1;75.0;1;20;1;0;Match Report;;;;;;;;;;;;;;;;;;
Florian Wirtz;2024-06-19;Wed;UEFA Euro;Group stage;Neutral;W 2–0;de Germany;hu Hungary;Y;LW;57;0;0;0;0;1;0;0;0;57;1;0;0;0.0;0.0;0.0;1;0;50;1;92.6;6;52;3;1;Match Report;;;;;;;;;;;;;;;;;;
Granit Xhaka;2024-06-19;Wed;UEFA Euro;Group stage;Neutral;D 1–1;ch Switzerland;sct Scotland;Y*;CM;90;0;0;0;0;1;1;0;0;64;0;0;0;0.0;0.0;0.0;1;0;44;1;80.0;4;30;1;1;Match Report;;;;;;;;;;;;;;;;;;
Marcos Acuña;2024-06-20;Thu;Copa América;Group stage;Neutral;W 2–0;ar Argentina;ca Canada;Y;LB;88;0;0;0;0;1;0;0;0;69;1;0;0;0.0;0.0;0.0;2;0;50;4;83.3;1;38;4;1;Match Report;;;;;;;;;;;;;;;;;;
Trent Alexander-Arnold;2024-06-20;Thu;UEFA Euro;Group stage;Neutral;D 1–1;eng England;dk Denmark;Y;DM;53;0;0;0;0;0;0;0;0;48;0;0;4;0.0;0.0;0.1;2;0;36;1;85.7;6;25;1;0;Match Report;;;;;;;;;;;;;;;;;;
Julián Álvarez;2024-06-20;Thu;Copa América;Group stage;Neutral;W 2–0;ar Argentina;ca Canada;Y;FW;75;1;0;0;0;3;2;0;0;24;1;0;0;0.4;0.4;0.0;2;0;16;1;94.1;2;15;1;1;Match Report;;;;;;;;;;;;;;;;;;
Joachim Andersen;2024-06-20;Thu;UEFA Euro;Group stage;Neutral;D 1–1;dk Denmark;eng England;Y;CB;90;0;0;0;0;1;0;0;0;81;1;0;1;0.0;0.0;0.0;2;0;67;0;87.0;7;59;2;0;Match Report;;;;;;;;;;;;;;;;;;
Alex Baena;2024-06-20;Thu;UEFA Euro;Group stage;Neutral;W 1–0;es Spain;it Italy;N;AM;20;0;0;0;0;0;0;0;0;8;0;0;0;0.0;0.0;0.1;2;0;7;0;100.0;2;6;1;0;Match Report;;;;;;;;;;;;;;;;;;
Nicolò Barella;2024-06-20;Thu;UEFA Euro;Group stage;Neutral;L 0–1;it Italy;es Spain;Y;CM,LM;90;0;0;0;0;0;0;0;0;59;5;1;0;0.0;0.0;0.0;1;0;40;0;81.6;3;42;1;0;Match Report;;;;;;;;;;;;;;;;;;
Alessandro Bastoni;2024-06-20;Thu;UEFA Euro;Group stage;Neutral;L 0–1;it Italy;es Spain;Y;CB;90;0;0;0;0;0;0;0;0;77;4;0;1;0.0;0.0;0.0;0;0;58;0;90.6;3;54;0;0;Match Report;;;;;;;;;;;;;;;;;;
Jude Bellingham;2024-06-20;Thu;UEFA Euro;Group stage;Neutral;D 1–1;eng England;dk Denmark;Y;AM;90;0;0;0;0;0;0;0;0;56;1;0;1;0.0;0.0;0.2;3;1;41;7;91.1;5;33;1;4;Match Report;;;;;;;;;;;;;;;;;;
Victor Bernth Kristiansen;2024-06-20;Thu;UEFA Euro;Group stage;Neutral;D 1–1;dk Denmark;eng England;Y;WB;56;0;1;0;0;0;0;0;0;24;0;0;1;0.0;0.0;0.0;1;1;17;0;81.0;0;15;2;0;Match Report;;;;;;;;;;;;;;;;;;
Jaka Bijol;2024-06-20;Thu;UEFA Euro;Group stage;Neutral;D 1–1;si Slovenia;rs Serbia;Y;CB;90;0;0;0;0;0;0;0;0;49;3;2;2;0.0;0.0;0.0;0;0;28;0;90.3;1;24;0;0;Match Report;;;;;;;;;;;;;;;;;;
Jarrod Bowen;2024-06-20;Thu;UEFA Euro;Group stage;Neutral;D 1–1;eng England;dk Denmark;N;LW;22;0;0;0;0;0;0;0;0;11;0;0;0;0.0;0.0;0.0;0;0;5;2;62.5;0;5;0;0;Match Report;;;;;;;;;;;;;;;;;;
Tajon Buchanan;2024-06-20;Thu;Copa América;Group stage;Neutral;L 0–2;ca Canada;ar Argentina;Y;RM;58;0;0;0;0;1;0;0;0;15;1;0;1;0.2;0.2;0.1;2;0;10;1;100.0;2;10;0;1;Match Report;;;;;;;;;;;;;;;;;;
Riccardo Calafiori;2024-06-20;Thu;UEFA Euro;Group stage;Neutral;L 0–1;it Italy;es Spain;Y;CB;90;0;0;0;0;1;0;0;0;75;2;2;1;0.0;0.0;0.0;0;0;58;0;90.6;3;55;3;0;Match Report;;;;;;;;;;;;;;;;;;
Andrea Cambiaso;2024-06-20;Thu;UEFA Euro;Group stage;Neutral;L 0–1;it Italy;es Spain;N;RW,RM;45;0;0;0;0;0;0;0;0;31;3;0;1;0.0;0.0;0.0;1;0;19;0;70.4;0;24;0;0;Match Report;;;;;;;;;;;;;;;;;;
Federico Chiesa;2024-06-20;Thu;UEFA Euro;Group stage;Neutral;L 0–1;it Italy;es Spain;Y;RW,LW;63;0;0;0;0;1;0;0;0;16;2;0;0;0.0;0.0;0.0;0;0;6;1;60.0;1;12;2;0;Match Report;;;;;;;;;;;;;;;;;;
Bryan Cristante;2024-06-20;Thu;UEFA Euro;Group stage;Neutral;L 0–1;it Italy;es Spain;N;RM,CM;45;0;0;0;0;1;1;1;0;28;0;0;0;0.1;0.1;0.0;0;0;20;1;83.3;1;22;2;1;Match Report;;;;;;;;;;;;;;;;;;
Marc Cucurella;2024-06-20;Thu;UEFA Euro;Group stage;Neutral;W 1–0;es Spain;it Italy;Y;LB;90;0;0;0;0;0;0;0;0;67;5;3;1;0.0;0.0;0.5;6;0;56;0;96.6;8;41;1;0;Match Report;;;;;;;;;;;;;;;;;;
Mikkel Damsgaard;2024-06-20;Thu;UEFA Euro;Group stage;Neutral;D 1–1;dk Denmark;eng England;N;RW;34;0;0;0;0;1;1;0;0;20;1;1;1;0.0;0.0;0.0;0;0;10;1;71.4;0;13;0;0;Match Report;;;;;;;;;;;;;;;;;;
Alphonso Davies;2024-06-20;Thu;Copa América;Group stage;Neutral;L 0–2;ca Canada;ar Argentina;Y*;LB,LM;90;0;0;0;0;3;0;0;0;48;3;1;0;0.2;0.2;0.0;3;0;28;3;80.0;2;28;3;2;Match Report;;;;;;;;;;;;;;;;;;
Rodrigo De Paul;2024-06-20;Thu;Copa América;Group stage;Neutral;W 2–0;ar Argentina;ca Canada;Y;CM;90;0;0;0;0;0;0;1;0;72;2;0;2;0.0;0.0;0.1;7;0;61;2;95.3;5;35;1;0;Match Report;;;;;;;;;;;;;;;;;;
Giovanni Di Lorenzo;2024-06-20;Thu;UEFA Euro;Group stage;Neutral;L 0–1;it Italy;es Spain;Y;RB;90;0;0;0;0;0;0;0;0;74;7;2;1;0.0;0.0;0.0;0;0;53;0;86.9;2;50;0;0;Match Report;;;;;;;;;;;;;;;;;;
Federico Dimarco;2024-06-20;Thu;UEFA Euro;Group stage;Neutral;L 0–1;it Italy;es Spain;Y;LB;90;0;0;0;0;0;0;0;0;45;3;2;2;0.0;0.0;0.0;0;0;25;0;69.4;1;29;2;0;Match Report;;;;;;;;;;;;;;;;;;
Gianluigi Donnarumma;2024-06-20;Thu;UEFA Euro;Group stage;Neutral;L 0–1;it Italy;es Spain;Y*;GK;90;;;;0;;;;;;;;;;;;;;3;2;60.0;;;;;Match Report;8;1;8;87.5;0;2.0;0;0;0;30;6;50.0;40.0;15;0;0.0;0;11.5
Christian Eriksen;2024-06-20;Thu;UEFA Euro;Group stage;Neutral;D 1–1;dk Denmark;eng England;Y;AM,LW;81;0;0;0;0;3;0;0;0;50;4;0;1;0.1;0.1;0.1;7;0;31;1;81.6;3;31;2;1;Match Report;;;;;;;;;;;;;;;;;;
Oscar Estupiñan;2024-06-20;Thu;Série A;Matchweek 10;Away;L 1–2;Bahia;Flamengo;N;FW;7;0;0;0;0;0;0;0;0;4;0;0;0;0.0;0.0;0.0;0;0;1;0;50.0;0;0;0;0;Match Report;;;;;;;;;;;;;;;;;;
Eberechi Eze;2024-06-20;Thu;UEFA Euro;Group stage;Neutral;D 1–1;eng England;dk Denmark;N;RW;22;0;0;0;0;0;0;0;0;7;0;0;0;0.0;0.0;0.0;1;0;5;0;71.4;1;8;0;0;Match Report;;;;;;;;;;;;;;;;;;
Phil Foden;2024-06-20;Thu;UEFA Euro;Group stage;Neutral;D 1–1;eng England;dk Denmark;Y;LW;68;0;0;0;0;4;1;0;0;38;2;0;0;0.1;0.1;0.0;4;0;27;5;87.1;2;29;2;4;Match Report;;;;;;;;;;;;;;;;;;
Davide Frattesi;2024-06-20;Thu;UEFA Euro;Group stage;Neutral;L 0–1;it Italy;es Spain;Y;RM;45;0;0;0;0;0;0;0;0;10;0;0;0;0.0;0.0;0.0;0;0;5;2;83.3;1;8;0;1;Match Report;;;;;;;;;;;;;;;;;;
Conor Gallagher;2024-06-20;Thu;UEFA Euro;Group stage;Neutral;D 1–1;eng England;dk Denmark;N;DM;37;0;0;0;0;0;0;1;0;21;1;0;1;0.0;0.0;0.0;0;0;14;0;82.4;0;10;0;0;Match Report;;;;;;;;;;;;;;;;;;
Marc Guéhi;2024-06-20;Thu;UEFA Euro;Group stage;Neutral;D 1–1;eng England;dk Denmark;Y;CB;90;0;0;0;0;1;0;0;0;63;1;2;2;0.0;0.0;0.0;0;0;47;1;90.4;3;36;0;0;Match Report;;;;;;;;;;;;;;;;;;
Pierre Højbjerg;2024-06-20;Thu;UEFA Euro;Group stage;Neutral;D 1–1;dk Denmark;eng England;Y;CM;90;0;0;0;0;5;4;0;0;102;6;3;2;0.1;0.1;0.0;2;0;74;2;88.1;7;78;4;0;Match Report;;;;;;;;;;;;;;;;;;
Rasmus Højlund;2024-06-20;Thu;UEFA Euro;Group stage;Neutral;D 1–1;dk Denmark;eng England;Y;FW;66;0;0;0;0;0;0;0;0;17;2;1;0;0.0;0.0;0.1;2;0;8;0;66.7;0;5;2;0;Match Report;;;;;;;;;;;;;;;;;;
Ivan Ilić;2024-06-20;Thu;UEFA Euro;Group stage;Neutral;D 1–1;rs Serbia;si Slovenia;Y;CM;90;0;1;0;0;1;0;0;0;85;3;0;3;0.0;0.0;0.3;4;1;64;2;90.1;6;59;2;0;Match Report;;;;;;;;;;;;;;;;;;
Harry Kane;2024-06-20;Thu;UEFA Euro;Group stage;Neutral;D 1–1;eng England;dk Denmark;Y*;FW;68;1;0;0;0;2;1;0;0;22;1;0;0;0.3;0.3;0.0;1;0;14;1;87.5;2;14;0;0;Match Report;;;;;;;;;;;;;;;;;;
Aymeric Laporte;2024-06-20;Thu;UEFA Euro;Group stage;Neutral;W 1–0;es Spain;it Italy;Y;CB;90;0;0;0;0;1;0;0;0;91;0;1;0;0.1;0.1;0.0;3;0;73;0;85.9;6;64;0;0;Match Report;;;;;;;;;;;;;;;;;;
Cyle Larin;2024-06-20;Thu;Copa América;Group stage;Neutral;L 0–2;ca Canada;ar Argentina;Y;FW;79;0;0;0;0;1;0;0;0;21;1;0;0;0.0;0.0;0.2;2;0;9;0;69.2;2;10;2;0;Match Report;;;;;;;;;;;;;;;;;;
Robin Le Normand;2024-06-20;Thu;UEFA Euro;Group stage;Neutral;W 1–0;es Spain;it Italy;Y;CB;90;0;0;0;0;1;0;1;0;74;1;1;0;0.1;0.1;0.0;2;0;63;0;95.5;2;54;0;0;Match Report;;;;;;;;;;;;;;;;;;
Giovani Lo Celso;2024-06-20;Thu;Copa América;Group stage;Neutral;W 2–0;ar Argentina;ca Canada;N;CM,RM;23;0;0;0;0;1;0;1;0;15;1;0;0;0.1;0.1;0.0;2;1;10;1;83.3;0;8;1;1;Match Report;;;;;;;;;;;;;;;;;;
Saša Lukić;2024-06-20;Thu;UEFA Euro;Group stage;Neutral;D 1–1;rs Serbia;si Slovenia;Y;CM;63;0;0;0;0;1;0;1;0;53;3;2;0;0.1;0.1;0.0;1;0;41;2;95.3;3;36;1;0;Match Report;;;;;;;;;;;;;;;;;;
Alexis Mac Allister;2024-06-20;Thu;Copa América;Group stage;Neutral;W 2–0;ar Argentina;ca Canada;Y;LM,CM;90;0;1;0;0;1;1;0;0;51;1;0;3;0.1;0.1;0.3;3;1;33;5;89.2;2;23;0;1;Match Report;;;;;;;;;;;;;;;;;;
Lautaro Martínez;2024-06-20;Thu;Copa América;Group stage;Neutral;W 2–0;ar Argentina;ca Canada;N;FW;15;1;0;0;0;2;2;0;0;6;0;1;0;1.0;1.0;0.0;0;0;1;1;50.0;0;6;0;0;Match Report;;;;;;;;;;;;;;;;;;
Lisandro Martínez;2024-06-20;Thu;Copa América;Group stage;Neutral;W 2–0;ar Argentina;ca Canada;Y;CB;90;0;0;0;0;0;0;0;0;96;2;0;1;0.0;0.0;0.2;0;0;84;0;93.3;2;64;0;0;Match Report;;;;;;;;;;;;;;;;;;
Mikel Merino;2024-06-20;Thu;UEFA Euro;Group stage;Neutral;W 1–0;es Spain;it Italy;N;DM;1;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0;0;0;0;;0;0;0;0;Match Report;;;;;;;;;;;;;;;;;;
Nikola Milenković;2024-06-20;Thu;UEFA Euro;Group stage;Neutral;D 1–1;rs Serbia;si Slovenia;Y;CB;90;0;0;0;0;0;0;0;0;81;1;0;1;0.0;0.0;0.0;0;0;67;0;90.5;5;62;0;0;Match Report;;;;;;;;;;;;;;;;;;
Aleksandar Mitrović;2024-06-20;Thu;UEFA Euro;Group stage;Neutral;D 1–1;rs Serbia;si Slovenia;Y;FW;90;0;0;0;0;6;2;0;0;37;0;0;0;1.0;1.0;0.0;2;0;16;3;80.0;1;22;0;2;Match Report;;;;;;;;;;;;;;;;;;
Gonzalo Montiel;2024-06-20;Thu;Copa América;Group stage;Neutral;W 2–0;ar Argentina;ca Canada;N;RB;2;0;0;0;0;0;0;0;0;5;0;1;0;0.0;0.0;0.0;1;0;2;0;100.0;0;0;0;0;Match Report;;;;;;;;;;;;;;;;;;
Álvaro Morata;2024-06-20;Thu;UEFA Euro;Group stage;Neutral;W 1–0;es Spain;it Italy;Y*;FW;77;0;0;0;0;4;2;0;0;20;0;0;0;0.2;0.2;0.4;2;0;6;3;54.5;0;13;1;1;Match Report;;;;;;;;;;;;;;;;;;
Joakim Mæhle;2024-06-20;Thu;UEFA Euro;Group stage;Neutral;D 1–1;dk Denmark;eng England;Y;WB,LM;90;0;0;0;0;0;0;1;0;72;3;1;2;0.0;0.0;0.1;3;0;49;3;80.3;4;45;5;2;Match Report;;;;;;;;;;;;;;;;;;
Christian Nørgaard;2024-06-20;Thu;UEFA Euro;Group stage;Neutral;D 1–1;dk Denmark;eng England;N;CM;9;0;0;0;0;0;0;1;0;5;0;0;0;0.0;0.0;0.0;0;0;3;0;60.0;0;4;0;0;Match Report;;;;;;;;;;;;;;;;;;
Jan Oblak;2024-06-20;Thu;UEFA Euro;Group stage;Neutral;D 1–1;si Slovenia;rs Serbia;Y*;GK;90;;;;0;;;;;;;;;;;;;;8;10;57.1;;;;;Match Report;4;1;3;75.0;0;1.8;0;0;0;19;5;50.0;39.0;30;2;6.7;0;6.0
Mikel Oyarzabal;2024-06-20;Thu;UEFA Euro;Group stage;Neutral;W 1–0;es Spain;it Italy;N;FW;13;0;0;0;0;0;0;0;0;3;1;0;0;0.0;0.0;0.0;0;0;0;1;;0;2;0;0;Match Report;;;;;;;;;;;;;;;;;;
Leandro Paredes;2024-06-20;Thu;Copa América;Group stage;Neutral;W 2–0;ar Argentina;ca Canada;Y;CM;76;0;0;0;0;1;0;0;0;74;2;2;0;0.0;0.0;0.0;0;0;59;0;90.8;1;46;0;0;Match Report;;;;;;;;;;;;;;;;;;
Lorenzo Pellegrini;2024-06-20;Thu;UEFA Euro;Group stage;Neutral;L 0–1;it Italy;es Spain;Y;LW,LM;81;0;0;0;0;1;0;0;0;31;2;1;1;0.0;0.0;0.0;1;0;19;1;79.2;3;21;2;0;Match Report;;;;;;;;;;;;;;;;;;
Jordan Pickford;2024-06-20;Thu;UEFA Euro;Group stage;Neutral;D 1–1;eng England;dk Denmark;Y;GK;90;;;;0;;;;;;;;;;;;;;4;6;26.7;;;;;Match Report;7;1;6;85.7;0;0.8;0;0;0;39;11;50.0;44.2;10;0;0.0;0;9.0
Yussuf Poulsen;2024-06-20;Thu;UEFA Euro;Group stage;Neutral;D 1–1;dk Denmark;eng England;N;FW;24;0;0;0;0;0;0;0;0;8;0;0;1;0.0;0.0;0.0;0;0;4;0;57.1;0;2;0;0;Match Report;;;;;;;;;;;;;;;;;;
Predrag Rajković;2024-06-20;Thu;UEFA Euro;Group stage;Neutral;D 1–1;rs Serbia;si Slovenia;Y;GK;90;;;;0;;;;;;;;;;;;;;4;5;40.0;;;;;Match Report;4;1;3;75.0;0;1.2;0;0;0;17;8;80.0;58.2;9;2;22.2;1;8.3
Giacomo Raspadori;2024-06-20;Thu;UEFA Euro;Group stage;Neutral;L 0–1;it Italy;es Spain;N;FW;9;0;0;0;0;0;0;0;0;14;1;0;0;0.0;0.0;0.1;1;0;11;0;78.6;3;12;1;0;Match Report;;;;;;;;;;;;;;;;;;
Mateo Retegui;2024-06-20;Thu;UEFA Euro;Group stage;Neutral;L 0–1;it Italy;es Spain;N;FW;27;0;0;0;0;0;0;0;0;3;0;0;1;0.0;0.0;0.0;0;0;1;1;100.0;0;1;0;0;Match Report;;;;;;;;;;;;;;;;;;
Declan Rice;2024-06-20;Thu;UEFA Euro;Group stage;Neutral;D 1–1;eng England;dk Denmark;Y;DM;90;0;0;0;0;1;1;0;0;76;3;0;0;0.0;0.0;0.0;1;0;58;1;90.6;0;44;0;1;Match Report;;;;;;;;;;;;;;;;;;
Fabián Ruiz Peña;2024-06-20;Thu;UEFA Euro;Group stage;Neutral;W 1–0;es Spain;it Italy;Y;LM,DM;89;0;0;0;0;3;2;0;0;96;2;2;0;0.1;0.1;0.2;5;0;81;3;92.0;11;68;3;3;Match Report;;;;;;;;;;;;;;;;;;
Bukayo Saka;2024-06-20;Thu;UEFA Euro;Group stage;Neutral;D 1–1;eng England;dk Denmark;Y;RW;68;0;0;0;0;3;0;0;0;46;0;1;0;0.2;0.2;0.0;4;1;27;4;81.8;1;24;6;2;Match Report;;;;;;;;;;;;;;;;;;
Lazar Samardzic;2024-06-20;Thu;UEFA Euro;Group stage;Neutral;D 1–1;rs Serbia;si Slovenia;N;AM;9;0;0;0;0;1;0;0;0;11;0;0;0;0.1;0.1;0.0;1;0;5;1;50.0;0;4;0;1;Match Report;;;;;;;;;;;;;;;;;;
Gianluca Scamacca;2024-06-20;Thu;UEFA Euro;Group stage;Neutral;L 0–1;it Italy;es Spain;Y;FW;63;0;0;0;0;0;0;0;0;16;0;0;0;0.0;0.0;0.0;0;0;6;0;46.2;2;10;1;0;Match Report;;;;;;;;;;;;;;;;;;
Benjamin Šeško;2024-06-20;Thu;UEFA Euro;Group stage;Neutral;D 1–1;si Slovenia;rs Serbia;Y;FW;75;0;0;0;0;2;1;0;0;26;1;0;1;0.4;0.4;0.1;1;0;10;3;58.8;3;12;0;0;Match Report;;;;;;;;;;;;;;;;;;
Unai Simón;2024-06-20;Thu;UEFA Euro;Group stage;Neutral;W 1–0;es Spain;it Italy;Y;GK;90;;;;0;;;;;;;;;;;;;;3;3;25.0;;;;;Match Report;1;0;1;100.0;1;0.1;0;0;0;33;3;100.0;54.3;11;0;0.0;0;17.5
Nicolás Tagliafico;2024-06-20;Thu;Copa América;Group stage;Neutral;W 2–0;ar Argentina;ca Canada;N;LB;2;0;0;0;0;0;0;0;0;3;0;0;0;0.0;0.0;0.0;0;0;2;0;66.7;0;1;0;0;Match Report;;;;;;;;;;;;;;;;;;
Ferrán Torres;2024-06-20;Thu;UEFA Euro;Group stage;Neutral;W 1–0;es Spain;it Italy;N;RW;20;0;0;0;0;0;0;0;0;9;0;1;0;0.0;0.0;0.1;1;0;4;2;66.7;0;3;0;0;Match Report;;;;;;;;;;;;;;;;;;
Kieran Trippier;2024-06-20;Thu;UEFA Euro;Group stage;Neutral;D 1–1;eng England;dk Denmark;Y;LB;90;0;0;0;0;0;0;0;0;57;1;2;2;0.0;0.0;0.0;3;0;42;1;84.0;4;27;0;0;Match Report;;;;;;;;;;;;;;;;;;
Miloš Veljković;2024-06-20;Thu;UEFA Euro;Group stage;Neutral;D 1–1;rs Serbia;si Slovenia;Y;CB;90;0;0;0;0;0;0;0;0;95;1;0;0;0.0;0.0;0.0;1;0;83;0;92.2;13;78;3;0;Match Report;;;;;;;;;;;;;;;;;;
Dušan Vlahović;2024-06-20;Thu;UEFA Euro;Group stage;Neutral;D 1–1;rs Serbia;si Slovenia;Y;AM;63;0;0;0;0;3;1;0;0;22;0;1;0;0.1;0.1;0.0;2;0;7;1;63.6;1;17;0;1;Match Report;;;;;;;;;;;;;;;;;;
Ollie Watkins;2024-06-20;Thu;UEFA Euro;Group stage;Neutral;D 1–1;eng England;dk Denmark;N;FW;22;0;0;0;0;1;1;0;0;5;0;1;0;0.2;0.2;0.0;0;0;0;1;0.0;0;3;0;0;Match Report;;;;;;;;;;;;;;;;;;
Jonas Wind;2024-06-20;Thu;UEFA Euro;Group stage;Neutral;D 1–1;dk Denmark;eng England;Y;FW;56;0;0;0;0;3;1;0;0;25;0;0;1;0.1;0.1;0.0;4;0;20;0;95.2;1;19;0;0;Match Report;;;;;;;;;;;;;;;;;;
Lamine Yamal;2024-06-20;Thu;UEFA Euro;Group stage;Neutral;W 1–0;es Spain;it Italy;Y;RW;70;0;0;0;0;1;0;0;0;39;1;0;2;0.0;0.0;0.1;2;0;23;6;82.1;3;27;6;4;Match Report;;;;;;;;;;;;;;;;;;
Mattia Zaccagni;2024-06-20;Thu;UEFA Euro;Group stage;Neutral;L 0–1;it Italy;es Spain;N;LW,LM;27;0;0;0;0;0;0;0;0;16;1;0;0;0.0;0.0;0.0;2;0;10;0;71.4;0;10;1;0;Match Report;;;;;;;;;;;;;;;;;;
Nathan Aké;2024-06-21;Fri;UEFA Euro;Group stage;Neutral;D 0–0;nl Netherlands;fr France;Y;LB;90;0;0;0;0;0;0;0;0;35;2;1;1;0.0;0.0;0.0;0;0;18;0;69.2;2;14;2;0;Match Report;;;;;;;;;;;;;;;;;;
Marko Arnautović;2024-06-21;Fri;UEFA Euro;Group stage;Neutral;W 3–1;at Austria;pl Poland;Y*;FW;80;1;0;1;1;0;0;1;0;21;1;0;1;0.8;0.0;0.0;1;0;11;0;78.6;0;14;1;0;Match Report;;;;;;;;;;;;;;;;;;
Christoph Baumgartner;2024-06-21;Fri;UEFA Euro;Group stage;Neutral;W 3–1;at Austria;pl Poland;Y;RW,AM;80;1;0;0;0;1;1;0;0;42;2;1;0;0.1;0.1;0.3;2;0;23;3;71.9;2;30;9;1;Match Report;;;;;;;;;;;;;;;;;;
Ben Brereton;2024-06-21;Fri;Copa América;Group stage;Neutral;D 0–0;cl Chile;pe Peru;N;FW;26;0;0;0;0;2;0;0;0;11;0;0;0;0.1;0.1;0.0;0;0;4;0;66.7;1;7;0;0;Match Report;;;;;;;;;;;;;;;;;;
Liberato Cacace;2024-06-21;Fri;OFC Nations Cup;Group stage;Away;W 4–0;nz New Zealand;vu Vanuatu;Y*;;90;0;;0;0;;;0;0;;;;;;;;;;;;;;;;;Match Report;;;;;;;;;;;;;;;;;;
Kingsley Coman;2024-06-21;Fri;UEFA Euro;Group stage;Neutral;D 0–0;fr France;nl Netherlands;N;RM;16;0;0;0;0;0;0;0;0;10;0;0;0;0.0;0.0;0.0;1;0;9;0;90.0;1;11;0;0;Match Report;;;;;;;;;;;;;;;;;;
Kevin Danso;2024-06-21;Fri;UEFA Euro;Group stage;Neutral;W 3–1;at Austria;pl Poland;N;CB;32;0;0;0;0;0;0;0;0;16;0;0;1;0.0;0.0;0.0;0;0;10;0;83.3;0;8;0;0;Match Report;;;;;;;;;;;;;;;;;;
